Bairro,Area,Valor,Dormitorios,Vagas
Floresta,105.41,636000,3,2
Floresta,81.33,230000,3,0
Floresta,67.68,530000,2,2
Floresta,47.67,160000,2,0
Floresta,147.49,450000,3,0
Floresta,82.36,415000,3,1
Floresta,76,480000,2,1
Floresta,65,371000,2,0
Floresta,105.84,324000,3,0
Floresta,108,260000,3,0
Floresta,66.21,160000,2,0
Floresta,47,181000,1,0
Floresta,90.97,325000,2,0
Floresta,86.86,276000,3,1
Floresta,60,270000,2,0
Floresta,79.5,350000,2,0
Floresta,88,280000,2,0
Floresta,64.26,390000,1,1
Floresta,47.9,298000,2,0
Floresta,87.46,3e+05,3,0
Floresta,60.1,298000,2,0
Floresta,66.05,285000,2,0
Floresta,71.52,266000,2,0
Floresta,56,250000,2,0
Floresta,83,269000,3,0
Floresta,56.27,154000,2,0
Floresta,61.4,3e+05,2,0
Floresta,64,360000,1,1
Floresta,96.05,490000,3,1
Floresta,85,270000,2,0
Floresta,44.6,250000,1,0
Floresta,103,330000,2,0
Floresta,96,360000,3,0
Floresta,58.25,318000,2,0
Floresta,57.89,170000,1,0
Floresta,26.8,96000,1,0
Floresta,106.4,264000,3,0
Floresta,41.1,110000,1,0
Floresta,49.88,235000,2,0
Floresta,42.25,235000,1,0
Floresta,82.4,450000,3,0
Floresta,74.65,190000,3,0
Floresta,64.26,424000,1,1
Floresta,90.97,325000,3,0
Floresta,80.05,604357.31,3,1
Floresta,55.91,366192.77,2,1
Floresta,60,160000,2,0
Floresta,44.19,219000,1,1
Floresta,83.1,260000,3,0
Floresta,83.96,485000,2,1
Floresta,76.03,498000,2,1
Floresta,67,431000,2,1
Floresta,30.28,145000,1,0
Floresta,75.68,330000,2,0
Floresta,86.8,372000,2,1
Floresta,70,285000,2,0
Floresta,84.45,245000,2,0
Floresta,68.79,424000,2,0
Floresta,79,215000,2,0
Floresta,61.14,169000,1,0
Floresta,36,155000,1,0
Floresta,158,6e+05,3,1
Floresta,53,453000,2,0
Floresta,82.36,440000,3,1
Floresta,58,350000,3,0
Floresta,55,2e+05,2,0
Floresta,44.19,260000,1,1
Floresta,63.42,239000,2,0
Floresta,82.86,280000,3,0
Floresta,82.16,515000,2,1
Floresta,45,160000,1,0
Floresta,83.96,360000,2,0
Floresta,34.55,157000,1,0
Floresta,65,230000,2,0
Floresta,98.74,480000,2,1
Floresta,64.26,390000,2,1
Floresta,39,180000,1,0
Floresta,55.96,370599,2,1
Floresta,71.8,570695,3,2
Floresta,101.35,424000,2,1
Floresta,82,225000,3,0
Floresta,41.4,250000,1,0
Floresta,93.75,2e+05,3,0
Floresta,63.11,222000,2,0
Floresta,82.36,4e+05,3,1
Floresta,82.36,4e+05,2,1
Floresta,68.85,215000,2,0
Floresta,69.69,340000,2,1
Gloria,59,277000,2,1
Gloria,52.73,210000,2,0
Gloria,58,2e+05,2,1
Gloria,37,135000,1,0
Gloria,50,170000,2,0
Gloria,38.51,170000,2,0
Gloria,68,3e+05,2,2
Gloria,68,390000,2,2
Gloria,40.87,155000,1,0
Gloria,73.78,230000,2,0
Gloria,58,190000,1,1
Gloria,51.25,265000,2,1
Gloria,51.25,280000,2,1
Gloria,66,260000,3,2
Gloria,47.43,235000,2,1
Gloria,73,280000,2,2
Gloria,66,315000,2,2
Gloria,60,290000,2,1
Gloria,55,167000,2,0
Gloria,60,250000,2,0
Gloria,47,205000,2,1
Gloria,55.11,276000,2,0
Gloria,61.55,289200,3,1
Gloria,84.79,250000,2,0
Gloria,58.7,190000,2,0
Gloria,56.8,260000,2,0
Gloria,66.35,298000,3,1
Gloria,51.25,250000,2,1
Gloria,57.75,250000,2,4
Gloria,105.9,395000,2,2
Gloria,51.25,265000,2,1
Gloria,68,305000,2,2
Gloria,50.77,225000,1,1
Gloria,51.25,250000,2,0
Gloria,60.62,320000,2,1
Gloria,48.46,245000,2,1
Gloria,46.76,223000,2,1
Gloria,56.24,250000,2,0
Gloria,60.2,220000,2,0
Gloria,46.76,240000,2,1
Gloria,91.16,320000,3,1
Gloria,60.37,386136,2,1
Gloria,67.6,290000,2,2
Gloria,48.46,250000,2,1
Guaruja,67,280000,3,2
Guaruja,55.36,223000,2,1
Guaruja,67.26,325000,3,2
Higienopolis,104.46,570000,3,2
Higienopolis,76.72,399000,2,2
Higienopolis,122.5,530000,3,1
Higienopolis,74.81,315000,2,0
Higienopolis,79.37,465000,3,1
Higienopolis,47.69,499000,2,2
Higienopolis,48,220000,1,0
Higienopolis,82,478000,2,1
Higienopolis,37.4,180000,1,0
Higienopolis,117,1130000,3,2
Higienopolis,117,1e+06,3,0
Higienopolis,143,760000,3,1
Higienopolis,110,480000,3,1
Higienopolis,76.2,426000,2,1
Higienopolis,160,720000,3,1
Higienopolis,65.54,373000,2,1
Higienopolis,69.93,385000,2,1
Higienopolis,49,230000,1,1
Higienopolis,115,720000,3,2
Higienopolis,40,285000,1,0
Higienopolis,107,730000,3,2
Higienopolis,107,820000,3,2
Higienopolis,72,410000,2,1
Higienopolis,84,568000,2,2
Higienopolis,100,650000,3,2
Higienopolis,112.5,570000,3,1
Higienopolis,102,950000,3,2
Higienopolis,54,250000,2,1
Higienopolis,73.77,360000,2,1
Higienopolis,72.41,310000,2,1
Higienopolis,63.44,320000,2,1
Higienopolis,59.76,256000,2,0
Higienopolis,41.98,332800,1,1
Higienopolis,84.55,410000,0,1
Higienopolis,162.04,767440,3,1
Higienopolis,42,265000,1,4
Higienopolis,54,210000,2,0
Higienopolis,216.53,1277000,3,2
Higienopolis,53.31,210000,2,2
Higienopolis,116,660000,3,3
Higienopolis,53.31,235000,2,2
Higienopolis,44.54,190000,2,1
Higienopolis,208.04,750000,3,2
Higienopolis,148,1100000,4,4
Higienopolis,52.17,250000,1,0
Higienopolis,102.59,583000,3,1
Higienopolis,137.64,950000,3,2
Higienopolis,93.73,450000,3,1
Higienopolis,50.93,350000,1,1
Higienopolis,57.74,410000,2,1
Higienopolis,53.32,210000,2,1
Higienopolis,66.3,265000,2,0
Higienopolis,80.22,360000,2,0
Higienopolis,87.18,547580,3,2
Higienopolis,76.87,506000,2,2
Higienopolis,140,390000,3,1
Higienopolis,96.2,586000,3,1
Higienopolis,73,280000,2,1
Higienopolis,115.67,660000,3,1
Higienopolis,100,825000,3,2
Higienopolis,115.67,750000,3,1
Higienopolis,75.22,290000,3,1
Higienopolis,116.49,499000,3,1
Higienopolis,71.4,350000,2,2
Higienopolis,120.66,930000,3,2
Higienopolis,71.4,350000,2,1
Higienopolis,53.31,260000,2,1
Higienopolis,141,6e+05,2,2
Higienopolis,57.74,360000,2,1
Higienopolis,54,215000,2,1
Higienopolis,104,585000,3,1
Higienopolis,110,530000,3,1
Higienopolis,53.31,220000,2,0
Higienopolis,43.76,295000,1,1
Higienopolis,96,790000,3,2
Higienopolis,113,930000,3,2
Higienopolis,70,480000,2,1
Higienopolis,80.14,690000,2,2
Higienopolis,127.32,4e+05,2,1
Higienopolis,103.66,780000,3,2
Higienopolis,57,356775,2,1
Higienopolis,72,432150,3,2
Higienopolis,96,640000,3,2
Higienopolis,74.81,410000,2,1
Higienopolis,64.24,330000,2,1
Higienopolis,62.1,320000,2,1
Humaita,65.23,390000,2,1
Humaita,61,190000,2,1
Humaita,60,290000,2,1
Humaita,45.25,247000,3,1
Humaita,70.66,265000,3,1
Humaita,71,309900,3,1
Humaita,55,189000,2,0
Humaita,57,240000,2,2
Humaita,50.64,308000,2,1
Humaita,112,295000,3,1
Humaita,41.33,130000,1,0
Humaita,53,229000,2,1
Humaita,58.53,185000,2,1
Humaita,40,128000,1,1
Humaita,56.24,212000,2,0
Humaita,58,213000,2,0
Humaita,68.97,265000,3,1
Humaita,65.23,289000,2,1
Humaita,58.94,175000,2,0
Humaita,67.3,247000,3,1
Humaita,58.94,159000,2,0
Humaita,64,285000,3,0
Humaita,58.77,203000,2,1
Humaita,42.05,181000,2,0
Humaita,55.6,195000,2,1
Humaita,66,340000,3,1
Humaita,69.05,209000,3,0
Humaita,45.16,130000,1,0
Humaita,65.23,342000,3,1
Humaita,60,350000,3,1
Humaita,50,3e+05,2,1
Humaita,50.64,3e+05,2,1
Humaita,67.3,260000,3,1
Humaita,50.64,320000,2,1
Humaita,65.23,374000,3,1
Humaita,52,320000,2,1
Humaita,77,298000,3,1
Humaita,53,215000,2,1
Humaita,53,210000,2,1
Humaita,50.64,292000,2,1
Humaita,56.24,170000,2,0
Humaita,58.77,196000,2,0
Humaita,70,275000,3,0
Humaita,67.3,276000,2,1
Humaita,50.64,317255,2,1
Humaita,68.97,223000,3,1
Humaita,55,181000,2,0
Humaita,55.6,170000,2,0
Humaita,64.2,3e+05,2,0
Humaita,51.2,330000,2,1
Humaita,65.23,404000,3,1
Humaita,57.65,192000,2,0
Humaita,47.48,159000,2,0
Humaita,58,190000,2,1
Humaita,57.93,275000,2,2
Humaita,67,224000,3,0
Humaita,70.66,255000,3,0
Humaita,53,210000,2,1
Humaita,57.93,266000,2,1
Humaita,53.89,320000,2,1
Humaita,72,235000,3,0
Humaita,54.15,204000,2,0
Humaita,55.6,180000,2,1
Humaita,57.65,212000,2,0
Humaita,40,180000,1,0
Humaita,65,312000,3,1
Humaita,50,290000,2,1
Humaita,50.64,297000,2,1
Humaita,35.54,149000,1,1
Humaita,47.84,240000,2,1
Humaita,70.66,266000,3,1
Humaita,72.66,170000,3,0
Humaita,54,230000,2,1
Humaita,55.6,165000,2,0
Humaita,54.15,212000,2,0
Humaita,54.15,212000,2,1
Humaita,50.64,289000,2,1
Humaita,65.23,360000,3,1
Humaita,67.3,245000,3,1
Humaita,53.36,264000,2,1
Humaita,47.83,170000,2,0
Humaita,50.64,330000,2,2
Humaita,65.23,410000,3,2
Humaita,50.64,330000,2,1
Humaita,65.23,382000,3,1
Humaita,57.93,235000,2,1
Humaita,51.2,274000,2,1
Humaita,65.6,350000,3,1
Humaita,57.93,265000,2,1
Humaita,70,310000,3,2
Humaita,34,139000,1,1
Humaita,70.66,280000,3,1
Humaita,55.6,181000,2,0
Humaita,50.64,347000,2,1
Humaita,65.23,357000,3,2
Humaita,50,280000,2,1
Humaita,70,170000,2,0
Humaita,67,275000,3,2
Independencia,111,420000,3,0
Independencia,40,340000,1,0
Independencia,33,212000,1,0
Independencia,40.5,280000,1,0
Independencia,160,4e+05,3,0
Independencia,47.24,425000,1,1
Independencia,164,468000,3,0
Independencia,220,765000,3,0
Independencia,116,360000,3,0
Independencia,170.28,6e+05,3,1
Independencia,70.75,3e+05,2,0
Independencia,39.44,480000,1,2
Independencia,78,7e+05,2,1
Independencia,90,550000,2,0
Independencia,60.9,220000,2,0
Independencia,73.77,380000,2,0
Independencia,166.61,590000,4,1
Independencia,142,750000,3,1
Independencia,98.65,450000,3,0
Independencia,70,680000,2,2
Independencia,116.84,350000,2,0
Independencia,101.48,660000,1,2
Independencia,62.28,490000,1,2
Independencia,97,484000,3,1
Independencia,166.32,450000,3,1
Independencia,136,620000,3,1
Independencia,139,7e+05,3,0
Independencia,147.18,750000,3,1
Independencia,163.5,980000,3,1
Independencia,121.98,390000,3,1
Independencia,182.62,7e+05,3,0
Independencia,126,575000,3,1
Independencia,88.65,590000,1,1
Independencia,127.04,7e+05,3,1
Independencia,34.3,220000,1,1
Independencia,127.27,980000,3,2
Independencia,176.38,5e+05,2,0
Independencia,46.6,215000,1,0
Independencia,153.18,550000,3,0
Independencia,138.97,1126000,3,2
Independencia,150.64,480000,3,0
Intercap,44.1,165000,1,1
Intercap,63.84,267000,2,1
Intercap,60.75,260000,2,1
Ipanema,45.88,266000,2,2
Ipanema,45.88,243000,2,2
Ipanema,45.88,220000,2,2
Ipanema,45.88,212000,2,1
Ipanema,45.88,212000,2,1
Ipanema,46.5,240000,2,2
Ipanema,46.64,255000,2,2
Ipanema,46.64,258000,2,1
Ipanema,46,232000,2,1
Ipanema,46,218000,2,1
Ipanema,61.17,320000,3,1
Ipanema,61.17,290000,3,1
Ipanema,46,235000,2,1
Ipanema,45.88,232000,2,1
Ipanema,45.88,240000,2,1
Ipanema,61.17,3e+05,3,1
Ipanema,46.64,264000,2,1
Ipanema,46,215000,2,1
Ipanema,46.55,240000,2,1
Ipanema,35,180000,1,1
Ipanema,67,280000,2,0
Ipanema,73,355000,3,1
Ipanema,46.64,275000,2,1
Ipanema,46.64,265000,2,1
Ipanema,83.26,239000,2,0
Ipanema,52.9,166614,2,1
Ipanema,40,155000,1,2
Ipanema,56,228000,2,1
Jardim_Botanico,66.05,4e+05,2,1
Jardim_Botanico,63.56,317000,2,1
Jardim_Botanico,84,430000,3,1
Jardim_Botanico,175.99,550000,2,1
Jardim_Botanico,143,750000,3,2
Jardim_Botanico,40,170000,1,0
Jardim_Botanico,37,212000,1,0
Jardim_Botanico,86,350000,3,1
Jardim_Botanico,93,357000,2,0
Jardim_Botanico,95.3,375000,3,0
Jardim_Botanico,35,340000,1,1
Jardim_Botanico,49.27,270000,1,1
Jardim_Botanico,70,287000,3,1
Jardim_Botanico,80,456000,2,1
Jardim_Botanico,38.42,170000,1,0
Jardim_Botanico,68.51,372000,2,1
Jardim_Botanico,44,320000,1,0
Jardim_Botanico,38,157000,1,0
Jardim_Botanico,67.71,330000,2,1
Jardim_Botanico,128.77,770000,3,2
Jardim_Botanico,80,320000,2,1
Jardim_Botanico,72.72,526000,3,2
Jardim_Botanico,72.72,479260,3,1
Jardim_Botanico,65.18,310000,2,0
Jardim_Botanico,99.86,560000,3,2
Jardim_Botanico,128,905000,3,2
Jardim_Botanico,74.39,385000,2,2
Jardim_Botanico,128.77,851000,3,2
Jardim_Botanico,128,799925,3,2
Jardim_Botanico,128,799925,3,2
Jardim_Botanico,128.7,810000,3,2
Jardim_Botanico,94.58,415000,2,0
Jardim_Botanico,72.83,430000,2,1
Jardim_Botanico,49,170000,1,0
Jardim_Botanico,84,425000,3,1
Jardim_Botanico,53.35,232000,2,1
Jardim_Botanico,34,226000,0,2
Jardim_Botanico,70,299000,3,0
Jardim_Botanico,77.4,250000,3,1
Jardim_Botanico,52.21,365000,1,2
Jardim_Botanico,120,787000,3,2
Jardim_Botanico,67.02,299000,3,0
Jardim_Botanico,70,420000,2,1
Jardim_Botanico,70,420000,2,2
Jardim_Botanico,70,420000,2,2
Jardim_Botanico,73.43,4e+05,2,1
Jardim_Botanico,84,399990,3,1
Jardim_Botanico,81.32,495000,3,2
Jardim_Botanico,81.32,458000,3,2
Jardim_Botanico,71.91,380000,2,1
Jardim_Botanico,74.33,470000,2,2
Jardim_Botanico,64.91,340000,1,1
Jardim_Botanico,98.57,607000,3,2
Jardim_Botanico,67.02,340000,2,1
Jardim_Botanico,59.08,224000,2,0
Jardim_Botanico,107.53,550000,3,3
Jardim_Botanico,128,818000,3,3
Jardim_Botanico,81.51,575000,2,2
Jardim_Botanico,61.2,266000,2,1
Jardim_Botanico,54.3,275000,2,1
Jardim_Botanico,63.8,249400,2,0
Jardim_Botanico,128.77,920000,3,3
Jardim_Botanico,58.1,310000,2,1
Jardim_Botanico,44.53,313000,1,1
Jardim_Botanico,43.13,249000,1,1
Jardim_Botanico,47.36,284000,1,1
Jardim_Botanico,47.36,289000,1,1
Jardim_Botanico,47.36,3e+05,1,1
Jardim_Botanico,47.36,289000,1,1
Jardim_Botanico,47.36,315000,1,1
Jardim_Botanico,70.67,446000,2,2
Jardim_Botanico,70.67,456000,2,2
Jardim_Botanico,73.56,446000,2,2
Jardim_Botanico,73.56,456000,2,2
Jardim_Botanico,69.87,456000,2,2
Jardim_Botanico,73.56,466000,2,2
Jardim_Botanico,69.87,466000,2,2
Jardim_Botanico,48.15,295000,1,1
Jardim_Botanico,38.93,215000,1,0
Jardim_Botanico,48.15,305000,1,1
Jardim_Botanico,128,790000,3,4
Jardim_Botanico,163.21,750000,3,2
Jardim_Botanico,154.06,720800,3,1
Jardim_Botanico,128.77,818000,3,2
Jardim_Botanico,128.77,815000,3,2
Jardim_Botanico,76,350000,2,4
Jardim_Botanico,57.25,280000,2,0
Jardim_Botanico,70,478000,2,2
Jardim_Botanico,57.67,507000,1,2
Jardim_Botanico,87.82,540000,3,2
Jardim_Botanico,84,450000,3,1
Jardim_Botanico,165,645000,3,2
Jardim_Botanico,96,750000,3,2
Jardim_Botanico,87.7,380000,3,1
Jardim_Botanico,84,650000,2,4
Jardim_Botanico,76.67,464000,3,2
Jardim_Botanico,41.83,155000,1,0
Jardim_Botanico,89.9,580000,3,2
Jardim_Botanico,58.59,310000,2,0
Jardim_Botanico,45,185000,1,0
Jardim_Botanico,62.5,270000,2,1
Jardim_Botanico,40,297000,1,1
Jardim_Botanico,18.77,760000,3,2
Jardim_Botanico,95,610000,3,2
Jardim_Botanico,109.82,280000,3,0
Jardim_Botanico,134.19,850000,3,2
Jardim_Botanico,61.23,310000,2,1
Jardim_Botanico,60.7,250000,2,0
Jardim_Botanico,64.87,390000,2,1
Jardim_Botanico,64.87,430000,2,2
Jardim_Botanico,84,410000,3,1
Jardim_Botanico,70.61,372000,2,1
Jardim_Botanico,59.08,270000,2,1
Jardim_Botanico,53.35,245000,2,1
Jardim_Botanico,80,340000,2,0
Jardim_Botanico,128,850000,3,2
Jardim_Botanico,66.07,260000,2,0
Jardim_Botanico,128,810000,3,2
Jardim_Botanico,51,365000,1,1
Jardim_Botanico,54.86,348250,2,1
Jardim_Botanico,75.32,447010,3,2
Jardim_Botanico,41.87,245000,1,2
Jardim_Botanico,47,362735,1,1
Jardim_Botanico,66.51,447023,2,1
Jardim_Botanico,45,220000,1,1
Jardim_Botanico,62.3,517867,2,2
Jardim_Botanico,72.9,558960,3,2
Jardim_Botanico,59.82,366038,2,1
Jardim_Botanico,65.51,410000,2,1
Jardim_Botanico,114,960000,2,2
Jardim_Botanico,80,425000,3,1
Jardim_Botanico,93,383000,2,0
Jardim_Botanico,53.35,235000,2,0
Jardim_Botanico,54.86,335000,2,1
Jardim_Botanico,114.49,850000,3,2
Jardim_Botanico,38.48,340000,1,1
Jardim_Botanico,84,470000,3,1
Jardim_Botanico,45,405000,1,2
Jardim_Botanico,65.24,360000,2,2
Jardim_Botanico,165,750000,3,2
Jardim_Botanico,89.9,490000,3,2
Jardim_Botanico,79.92,480000,3,2
Jardim_Botanico,59.82,339000,2,1
Jardim_Botanico,42.31,160000,1,0
Jardim_Botanico,130,775000,3,2
Jardim_Botanico,96,380000,3,0
Jardim_Carvalho,52.18,260000,2,1
Jardim_Carvalho,58.22,235000,2,1
Jardim_Carvalho,52.18,335000,2,1
Jardim_Carvalho,54.86,395000,2,1
Jardim_Carvalho,68.09,360000,3,1
Jardim_Carvalho,109.46,335000,3,1
Jardim_Carvalho,52.18,270000,2,1
Jardim_Carvalho,54.86,340000,2,1
Jardim_Carvalho,70.07,480000,2,2
Jardim_Carvalho,52.17,275000,2,1
Jardim_Carvalho,64,290000,3,1
Jardim_Carvalho,75,480000,3,1
Jardim_Carvalho,55.18,280000,2,1
Jardim_Carvalho,42.63,130000,1,0
Jardim_Carvalho,61,3e+05,2,0
Jardim_Carvalho,68.09,350000,3,1
Jardim_Carvalho,72.4,398000,3,2
Jardim_Carvalho,62.81,310000,2,0
Jardim_Carvalho,68.09,340000,2,1
Jardim_Carvalho,68.09,372000,3,1
Jardim_Carvalho,58.22,250000,2,1
Jardim_Carvalho,52.18,270000,2,1
Jardim_Carvalho,42.16,160000,1,0
Jardim_Carvalho,52.18,280000,2,1
Jardim_Carvalho,48.8,176000,1,1
Jardim_Carvalho,72,424000,3,1
Jardim_Carvalho,52.18,255000,2,1
Jardim_Carvalho,52.18,275600,2,1
Jardim_Carvalho,68.09,320000,3,1
Jardim_Carvalho,43,150000,1,0
Jardim_Carvalho,52.18,282000,2,1
Jardim_Carvalho,52.18,3e+05,2,1
Jardim_Carvalho,68.09,360000,3,1
Jardim_Carvalho,52.18,270000,2,1
Jardim_Carvalho,67.5,296000,2,1
Jardim_Carvalho,79,350000,3,2
Jardim_Carvalho,42.16,155000,1,0
Jardim_Carvalho,80,370000,3,2
Jardim_Carvalho,68,380000,3,1
Jardim_Carvalho,42.16,152000,1,1
Jardim_Carvalho,52.18,240000,2,1
Jardim_do_Salso,76.98,320000,3,1
Jardim_do_Salso,40.95,127900,1,0
Jardim_do_Salso,39.36,160000,1,0
Jardim_do_Salso,62.55,330000,2,2
Jardim_do_Salso,62.55,378930,2,2
Jardim_do_Salso,62.55,310000,2,2
Jardim_do_Salso,62.55,377980,2,2
Jardim_do_Salso,62.55,430000,2,2
Jardim_do_Salso,72.33,450000,3,2
Jardim_do_Salso,61.49,420000,2,1
Jardim_do_Salso,61.49,420000,2,1
Jardim_do_Salso,61.49,420000,2,1
Jardim_do_Salso,61.45,420000,2,0
Jardim_do_Salso,81.42,450000,3,2
Jardim_do_Salso,76.59,298000,2,1
Jardim_do_Salso,69.5,340000,2,1
Jardim_do_Salso,79.33,350000,2,2
Jardim_do_Salso,60.06,220000,2,0
Jardim_do_Salso,45.44,130000,1,0
Jardim_do_Salso,75,271000,2,1
Jardim_do_Salso,64.13,401000,2,1
Jardim_do_Salso,64.13,388000,2,1
Jardim_do_Salso,64.13,381000,2,1
Jardim_do_Salso,64.13,388000,2,1
Jardim_do_Salso,64.13,425000,2,1
Jardim_do_Salso,64.13,436000,2,2
Jardim_do_Salso,64.13,448000,2,2
Jardim_do_Salso,64.13,448000,2,2
Jardim_do_Salso,64.13,438000,2,1
Jardim_do_Salso,57.91,220000,2,0
Jardim_do_Salso,58,175000,2,1
Jardim_do_Salso,118.6,265000,3,1
Jardim_do_Salso,66.94,387000,2,1
Jardim_do_Salso,66.94,355000,2,2
Jardim_do_Salso,66.94,395000,2,1
Jardim_do_Salso,66.94,435000,2,2
Jardim_do_Salso,54.41,2e+05,1,1
Jardim_do_Salso,59.17,180000,2,0
Jardim_do_Salso,60.2,350000,2,2
Jardim_do_Salso,44.98,175000,1,0
Jardim_do_Salso,41.2,147000,1,1
Jardim_do_Salso,42.24,150000,1,0
Jardim_do_Salso,43.53,159000,1,0
Jardim_do_Salso,61.41,202000,2,0
Jardim_do_Salso,42.74,160000,1,0
Jardim_do_Salso,50,160000,1,0
Jardim_do_Salso,61.6,225000,2,1
Jardim_do_Salso,42.24,183000,1,2
Jardim_do_Salso,60.5,325000,2,1
Jardim_do_Salso,60.6,320000,2,1
Jardim_do_Salso,60.06,220000,2,0
Jardim_do_Salso,59.17,160000,2,0
Jardim_do_Salso,60.07,190000,2,0
Jardim_do_Salso,42.24,130000,1,0
Jardim_do_Salso,40.5,130000,1,0
Jardim_do_Salso,70.88,412000,2,2
Jardim_do_Salso,82.98,473800,3,2
Jardim_do_Salso,60.6,355000,2,1
Jardim_do_Salso,60.4,330000,2,1
Jardim_do_Salso,60.6,295000,2,1
Jardim_do_Salso,59.17,168000,2,0
Jardim_do_Salso,81.42,590000,3,2
Jardim_do_Salso,74.82,5e+05,2,2
Jardim_do_Salso,66.15,299000,2,2
Jardim_do_Salso,74.83,268000,1,1
Jardim_do_Salso,75.55,288000,3,2
Jardim_do_Salso,83.43,425000,2,2
Jardim_do_Salso,59.17,230000,2,2
Jardim_Europa,92,850000,3,2
Jardim_Europa,42.59,2e+05,1,0
Jardim_Europa,148,1680000,3,2
Jardim_Europa,255,1750000,4,2
Jardim_Europa,120.32,1437000,3,2
Jardim_Europa,102.46,918000,3,2
Jardim_Europa,65.43,850000,2,4
Jardim_Europa,92.75,830000,3,2
Jardim_Europa,153,1350000,3,3
Jardim_Europa,102.46,960000,3,0
Jardim_Europa,148,1310000,4,2
Jardim_Europa,162,1800000,3,4
Jardim_Europa,284,2914353,4,4
Jardim_Europa,236.48,1849868,3,4
Jardim_Europa,266,2711815,3,3
Jardim_Europa,112.16,1100000,3,2
Jardim_Floresta,65,205000,2,0
Jardim_Floresta,62,230000,2,1
Jardim_Floresta,81.16,2e+05,2,0
Jardim_Floresta,54.62,170000,2,1
Jardim_Floresta,63.37,290000,2,1
Jardim_Floresta,116,370000,3,1
Jardim_Floresta,84,320000,2,1
Jardim_Ipiranga,48,150000,1,0
Jardim_Ipiranga,44.09,196000,1,0
Jardim_Ipiranga,58.83,245000,3,1
Jardim_Itu_Sabara,73,4e+05,2,4
Jardim_Itu_Sabara,63,295000,2,1
Jardim_Itu_Sabara,74.34,450000,2,2
Jardim_Itu_Sabara,293,850000,6,6
Jardim_Itu_Sabara,43,175000,1,1
Jardim_Itu_Sabara,74.34,510000,2,2
Jardim_Itu_Sabara,82.47,470000,2,0
Jardim_Itu_Sabara,74.34,550000,2,2
Jardim_Itu_Sabara,117.9,430000,2,2
Jardim_Itu_Sabara,59.38,254400,2,1
Jardim_Itu_Sabara,82.47,545662,2,2
Jardim_Itu_Sabara,58.76,177000,2,1
Jardim_Itu_Sabara,96.41,572000,2,2
Jardim_Itu_Sabara,106.45,613883.27,2,2
Jardim_Itu_Sabara,138.11,767587,2,0
Jardim_Itu_Sabara,74.34,569000,2,2
Jardim_Itu_Sabara,116.09,670526,2,2
Jardim_Itu_Sabara,83.62,553292,2,2
Jardim_Itu_Sabara,82.47,560819,2,2
Jardim_Itu_Sabara,106,670000,3,2
Jardim_Itu_Sabara,100,552000,2,2
Jardim_Itu_Sabara,106,670000,3,2
Jardim_Itu_Sabara,100,552000,2,2
Jardim_Itu_Sabara,106,670000,3,2
Jardim_Itu_Sabara,50.15,280000,2,1
Jardim_Itu_Sabara,100,552000,2,2
Jardim_Itu_Sabara,48.45,190800,2,1
Jardim_Itu_Sabara,48.45,137800,1,1
Jardim_Itu_Sabara,66.18,330000,2,1
Jardim_Itu_Sabara,73.88,350000,2,2
Jardim_Itu_Sabara,72.29,234000,2,1
Jardim_Itu_Sabara,56.76,205000,2,0
Jardim_Itu_Sabara,188.15,727000,3,2
Jardim_Itu_Sabara,40,187000,1,1
Jardim_Itu_Sabara,90,310000,2,1
Jardim_Itu_Sabara,63,340000,3,1
Jardim_Itu_Sabara,34.3,152000,1,1
Jardim_Itu_Sabara,70,288000,3,1
Jardim_Itu_Sabara,106,570000,3,1
Jardim_Itu_Sabara,94,371000,2,2
Jardim_Itu_Sabara,77.23,395000,2,2
Jardim_Itu_Sabara,70.5,390000,3,2
Jardim_Itu_Sabara,71,475000,3,1
Jardim_Itu_Sabara,87,595000,3,2
Jardim_Itu_Sabara,95,520000,3,2
Jardim_Itu_Sabara,57.74,255000,2,1
Jardim_Itu_Sabara,58.56,190000,2,1
Jardim_Itu_Sabara,56,205000,2,0
Jardim_Itu_Sabara,54,185000,2,0
Jardim_Itu_Sabara,64.72,3e+05,3,1
Jardim_Itu_Sabara,56.76,215000,2,1
Jardim_Itu_Sabara,126.69,560000,3,2
Jardim_Itu_Sabara,54.83,210000,1,1
Jardim_Itu_Sabara,38.84,157000,1,0
Jardim_Itu_Sabara,76,304000,3,1
Jardim_Itu_Sabara,76,304000,3,2
Jardim_Itu_Sabara,76,304000,3,2
Jardim_Itu_Sabara,67,324000,2,1
Jardim_Itu_Sabara,90.26,480000,3,2
Jardim_Itu_Sabara,93.35,330000,2,1
Jardim_Itu_Sabara,87.35,636000,3,2
Jardim_Itu_Sabara,61.65,233200,3,1
Jardim_Itu_Sabara,72.39,280000,3,2
Jardim_Itu_Sabara,94,371000,2,2
Jardim_Itu_Sabara,53,280000,2,1
Jardim_Itu_Sabara,83.27,4e+05,3,1
Jardim_Itu_Sabara,72.34,210000,3,0
Jardim_Itu_Sabara,68.62,370000,2,1
Jardim_Itu_Sabara,133,726700,3,2
Jardim_Itu_Sabara,133,879400,3,2
Jardim_Itu_Sabara,106.8,856603,3,2
Jardim_Itu_Sabara,67,3e+05,2,1
Jardim_Itu_Sabara,56.2,330000,2,1
Jardim_Itu_Sabara,95,540000,3,2
Jardim_Itu_Sabara,64,330855,2,1
